"first_name","last_name","nickname","wins","losses","draws","height","weight","reach","stance","birth_date","last_fight_date","total_fights"
"Anna","Elmose","Panda",3,2,0,"5' 3""","115 lbs.","--","Orthodox","Oct 06, 1984","May 08, 2016",5
"Josh","Emmett","Cc0",19,4,0,"5' 6""","145 lbs.","70""","Orthodox","Mar 04, 1985","May 08, 2016",23
"Juliana","Lima","Ju Thai",9,5,0,"5' 5""","115 lbs.","65""","Orthodox","Mar 15, 1982","April 23, 2016",14
"Cody","East","The Freight Train",12,3,0,"6' 3""","245 lbs.","--","Orthodox","Jun 29, 1988","April 23, 2016",15
"Tecia","Pennington","Tiny Tornado",14,7,0,"5' 1""","115 lbs.","60""","Orthodox","Aug 16, 1989","April 16, 2016",21
"Darrell","Horcher","The Saint",13,4,0,"5' 10""","155 lbs.","70""","Southpaw","Jul 28, 1987","April 16, 2016",17
"Santiago","Ponzinibbio","Argentine Dagger",31,8,0,"6' 0""","170 lbs.","73""","Orthodox","Sep 26, 1986","April 16, 2016",39
"Michael","Graves","",6,0,1,"5' 10""","170 lbs.","71""","Orthodox","Jan 08, 1991","April 16, 2016",7
"Curtis","Blaydes","Razor",18,5,0,"6' 4""","265 lbs.","80""","Orthodox","Feb 18, 1991","April 10, 2016",23
"Marcin","Tybura","Tybur",26,9,0,"6' 3""","249 lbs.","78""","Orthodox","Nov 09, 1985","April 10, 2016",35
"Cristina","Stanciu","Barbie",5,2,0,"5' 3""","115 lbs.","--","Orthodox","Mar 29, 1994","April 10, 2016",7
"Alejandro","Perez","Turbo",23,9,1,"5' 6""","135 lbs.","67""","Orthodox","Sep 02, 1989","April 10, 2016",33
"Damir","Hadzovic","The Bosnian Bomber",14,8,0,"5' 9""","155 lbs.","70""","Orthodox","Aug 08, 1986","April 10, 2016",22
"Damian","Stasiak","Webster",10,6,0,"5' 5""","135 lbs.","70""","Orthodox","Feb 20, 1990","April 10, 2016",16
"Cyril","Asker","Silverback",9,4,0,"6' 0""","247 lbs.","74""","Orthodox","Dec 24, 1985","April 10, 2016",13
"Bojan","Velickovic","Serbian Steel",15,6,1,"6' 0""","170 lbs.","76""","Southpaw","Dec 18, 1988","April 10, 2016",22
"Viscardi","Andrade","",19,6,0,"5' 11""","170 lbs.","75""","Orthodox","Mar 08, 1984","March 19, 2016",25
"Chad","Laprise","The Disciple",13,4,0,"5' 10""","170 lbs.","71""","Orthodox","Jul 23, 1986","March 19, 2016",17
"Damien","Brown","Beatdown",17,12,0,"5' 10""","155 lbs.","68""","Orthodox","Dec 25, 1984","March 19, 2016",29
"Marcelo","Guimaraes","Magrao",9,2,1,"6' 0""","185 lbs.","73""","Orthodox","Jun 25, 1983","March 05, 2016",12
"Brad","Pickett","One Punch",25,14,0,"5' 6""","135 lbs.","68""","Orthodox","Sep 24, 1978","February 27, 2016",39
"Jarjis","Danho","Man Mountain",7,1,1,"6' 3""","265 lbs.","74""","Orthodox","Oct 15, 1983","February 27, 2016",9
"Thibault","Gouti","Gt",12,5,0,"5' 10""","155 lbs.","72""","Orthodox","Feb 27, 1987","February 27, 2016",17
"Martin","Svensson","",15,6,0,"6' 1""","155 lbs.","--","","Apr 25, 1985","February 27, 2016",21
"Augusto","Mendes","Tanquinho",6,2,0,"5' 6""","135 lbs.","65""","Orthodox","Mar 03, 1983","February 21, 2016",8
"Leonardo","Guimaraes","Leleco",11,5,0,"6' 0""","185 lbs.","--","Orthodox","Apr 15, 1982","February 21, 2016",16
"Kelly","Faszholz","",4,2,0,"5' 8""","135 lbs.","--","Orthodox","Apr 09, 1985","February 21, 2016",6
"Shamil","Abdurakhimov","Abrek",20,8,0,"6' 3""","235 lbs.","76""","Orthodox","Sep 02, 1981","February 21, 2016",28
"Alex","Nicholson","The Spartan",7,4,0,"6' 4""","185 lbs.","77""","Orthodox","May 02, 1990","February 06, 2016",11
"Damian","Grabowski","The Polish Pitbull",20,5,0,"6' 1""","241 lbs.","75""","Orthodox","May 12, 1980","February 06, 2016",25
"Diego","Rivas","Pitbull",10,2,0,"5' 8""","145 lbs.","69""","Orthodox","Nov 11, 1991","February 06, 2016",12
"Mike","Jackson","The Truth",1,2,0,"6' 2""","170 lbs.","74""","Orthodox","Mar 22, 1985","February 06, 2016",3
"Randy","Brown","Rudeboy",19,6,0,"6' 3""","170 lbs.","78""","Orthodox","Jul 08, 1990","January 30, 2016",25
"Felipe","Olivieri","",14,5,0,"5' 9""","155 lbs.","--","Orthodox","Apr 12, 1985","January 30, 2016",19
"Dominick","Cruz","The Dominator",24,4,0,"5' 8""","135 lbs.","68""","Orthodox","Mar 09, 1985","January 17, 2016",28
"Mehdi","Baghdad","The Sultan",11,5,0,"6' 1""","155 lbs.","--","Orthodox","Apr 13, 1985","January 17, 2016",16
"Luke","Sanders","Cool Hand",13,5,0,"5' 6""","135 lbs.","67""","Southpaw","Dec 12, 1985","January 17, 2016",18
"Kyle","Bochniak","Killer B",8,5,0,"5' 7""","145 lbs.","70""","Orthodox","Feb 05, 1987","January 17, 2016",13
"Joey","Gomez","Ko King",6,2,0,"5' 10""","135 lbs.","73""","Orthodox","Jul 21, 1986","January 17, 2016",8
"Elvis","Mutapcic","The King",15,6,1,"6' 0""","185 lbs.","72""","Orthodox","Jul 19, 1986","January 17, 2016",22
"Alex","Morono","The Great White",24,11,0,"5' 11""","170 lbs.","72""","Orthodox","Aug 16, 1990","January 02, 2016",35
"Karolina","Kowalkiewicz","",16,9,0,"5' 3""","115 lbs.","64""","Orthodox","Oct 15, 1985","December 19, 2015",25
"Valentina","Shevchenko","Bullet",24,4,1,"5' 5""","125 lbs.","66""","Southpaw","Mar 07, 1988","December 19, 2015",29
"Luis","Henrique","Klb",10,5,0,"6' 2""","243 lbs.","74""","Orthodox","Aug 21, 1993","December 19, 2015",15
"Jocelyn","Jones-Lybarger","",6,4,0,"5' 7""","115 lbs.","64""","Orthodox","Oct 04, 1985","December 12, 2015",10
"Marcio","Alexandre Junior","Lyoto",17,4,0,"6' 0""","185 lbs.","75""","Southpaw","May 05, 1989","December 12, 2015",21
"Ryan","Hall","The Wizard",9,2,0,"5' 10""","145 lbs.","70""","Southpaw","Feb 22, 1985","December 11, 2015",11
"Jason","Knight","The Kid",20,5,0,"5' 10""","145 lbs.","71""","Orthodox","Jul 14, 1992","December 11, 2015",25
"Marcin","Wrzosek","The Polish Zombie",12,4,0,"5' 9""","155 lbs.","--","","Oct 14, 1987","December 11, 2015",16
"Abner","Lloveras","Skullman",20,9,1,"5' 11""","155 lbs.","--","","Sep 04, 1982","December 11, 2015",30
"Andreas","Stahl","Real Steel",10,4,0,"5' 11""","170 lbs.","--","Orthodox","May 20, 1988","December 10, 2015",14
"Nathan","Coy","Soulforce",15,7,0,"5' 10""","170 lbs.","69""","Southpaw","Jul 24, 1978","December 10, 2015",22
"Emily","Kagan","",3,3,0,"5' 3""","115 lbs.","--","","Jul 14, 1981","December 10, 2015",6
"Alberto","Mina","Soldier Of God",13,1,0,"6' 0""","170 lbs.","77""","Orthodox","May 02, 1982","November 28, 2015",14
"Marco","Beltran","Psycho",8,6,0,"5' 8""","125 lbs.","69""","Orthodox","May 18, 1986","November 28, 2015",14
"Dong","Hyun Ma","Maestro",16,11,3,"5' 11""","155 lbs.","70""","Orthodox","Sep 09, 1988","November 28, 2015",30
"Enrique","Marin","Wasabi",10,4,0,"5' 10""","170 lbs.","--","","Sep 02, 1986","November 21, 2015",14
"Enrique","Barzola","El Fuerte",17,5,2,"5' 7""","145 lbs.","70""","Orthodox","Apr 28, 1989","November 21, 2015",24
"Taylor","Lapilus","Double Impact",21,4,0,"5' 6""","135 lbs.","73""","Southpaw","Apr 08, 1992","November 21, 2015",25
"Bartosz","Fabinski","The Butcher",15,5,0,"6' 0""","170 lbs.","75""","Orthodox","Apr 26, 1986","November 21, 2015",20
"Alvaro","Herrera Mendoza","Chango",9,6,0,"6' 0""","155 lbs.","74""","Orthodox","May 14, 1990","November 21, 2015",15
"Marco","Polo Reyes","",8,7,0,"5' 11""","155 lbs.","71""","Orthodox","Nov 07, 1984","November 21, 2015",15
"Steve","Montgomery","The Creepy Weasel",9,5,0,"6' 4""","185 lbs.","--","Southpaw","Dec 19, 1990","November 14, 2015",14
"Anton","Zafir","The Professor",7,3,0,"5' 11""","170 lbs.","--","Orthodox","May 10, 1987","November 14, 2015",10
"Matheus","Nicolau","",19,6,1,"5' 6""","125 lbs.","66""","Orthodox","Jan 06, 1993","November 07, 2015",26
"Julianna","Pena","The Venezuelan Vixen",13,5,0,"5' 6""","135 lbs.","69""","Orthodox","Aug 19, 1989","October 03, 2015",18
"Islam","Makhachev","",27,1,0,"5' 10""","155 lbs.","70""","Southpaw","Oct 27, 1991","October 03, 2015",28
"Sage","Northcutt","Super",11,2,0,"6' 0""","170 lbs.","71""","Orthodox","Mar 01, 1996","October 03, 2015",13
"Viktor","Pesta","",10,4,0,"6' 3""","240 lbs.","77""","Orthodox","Jul 15, 1990","October 03, 2015",14
"Teruto","Ishihara","Yashabo",10,7,2,"5' 7""","135 lbs.","69""","Southpaw","Jul 23, 1991","September 26, 2015",19
"Yusuke","Kasuya","",9,3,0,"5' 7""","155 lbs.","--","Southpaw","Nov 16, 1989","September 26, 2015",12
"Roger","Zapata","Viva",4,2,0,"5' 11""","170 lbs.","--","Southpaw","May 09, 1986","September 26, 2015",6
"Corey","Anderson","Overtime",14,5,0,"6' 3""","205 lbs.","79""","Orthodox","Sep 22, 1989","September 05, 2015",19
"Nazareno","Malegarie","El Tigre",28,4,0,"5' 8""","155 lbs.","--","","May 16, 1986","September 05, 2015",32
"Daniel","Jolly","The Werewolf Of Texas",5,3,0,"6' 1""","205 lbs.","75""","Orthodox","Sep 03, 1984","August 23, 2015",8
"Geane","Herrera","La Pulga",9,3,0,"5' 5""","125 lbs.","66""","Orthodox","May 27, 1990","August 08, 2015",12
"Oluwale","Bamgbose","Holy War Angel",6,4,0,"5' 11""","185 lbs.","78""","Switch","Aug 04, 1987","August 08, 2015",10
"Jonathan","Wilson","Johnny Bravo",7,3,0,"6' 2""","205 lbs.","75""","Southpaw","Jul 17, 1987","August 08, 2015",10
"Scott","Holtzman","Hot Sauce",14,6,0,"5' 9""","155 lbs.","69""","Orthodox","Sep 30, 1983","August 08, 2015",20
"Fernando","Bruno","Acougueiro",15,4,0,"5' 6""","145 lbs.","--","","Feb 24, 1982","August 01, 2015",19
"Dileno","Lopes","",19,3,0,"5' 5""","135 lbs.","--","","Sep 26, 1984","August 01, 2015",22
"Jessica","Aguilar","Jag",20,8,0,"5' 3""","115 lbs.","63""","Orthodox","May 08, 1982","August 01, 2015",28
"Nordine","Taleb","",15,7,0,"6' 1""","170 lbs.","74""","Orthodox","Jun 10, 1981","August 01, 2015",22
"Andrew","Holbrook","",12,3,0,"5' 11""","155 lbs.","70""","Southpaw","Feb 06, 1986","July 25, 2015",15
"Dominique","Steele","Non-stop Action-packed",14,9,0,"5' 10""","170 lbs.","74""","Orthodox","Jan 27, 1988","July 25, 2015",23
"Cortney","Casey","Cast Iron",10,10,0,"5' 7""","125 lbs.","67""","Orthodox","May 05, 1987","July 18, 2015",20
"Teemu","Packalen","Pacu",8,3,0,"6' 1""","155 lbs.","75""","Orthodox","May 22, 1987","July 18, 2015",11
"Jimmie","Rivera","El Terror",23,5,0,"5' 4""","135 lbs.","68""","Orthodox","Jun 29, 1989","July 18, 2015",28
"Chris","de la Rocha","",5,3,0,"6' 3""","250 lbs.","80""","Orthodox","May 15, 1979","July 18, 2015",8
"Sarah","Moras","Cheesecake",6,8,0,"5' 7""","135 lbs.","67""","Orthodox","Apr 30, 1988","July 15, 2015",14
"Lyman","Good","Cyborg",21,6,0,"6' 0""","170 lbs.","74""","Orthodox","May 26, 1985","July 15, 2015",27
"Hayder","Hassan","Hulk",6,3,0,"5' 10""","170 lbs.","--","","Oct 20, 1982","July 12, 2015",9
"Vicente","Luque","The Silent Assassin",23,10,1,"5' 11""","170 lbs.","75""","Orthodox","Nov 27, 1991","July 12, 2015",34
"Cezar","Ferreira","Mutante",13,8,0,"6' 1""","185 lbs.","78""","Southpaw","Feb 15, 1985","July 12, 2015",21
"Michelle","Waterson-Gomez","The Karate Hottie",18,13,0,"5' 3""","115 lbs.","62""","Orthodox","Jan 06, 1986","July 12, 2015",31
"Dominic","Waters","Sho Nuff",9,5,0,"6' 1""","170 lbs.","79""","Orthodox","Apr 11, 1989","July 12, 2015",14
"Henry","Briones","Bure",16,8,1,"5' 8""","135 lbs.","69""","Orthodox","Oct 22, 1980","July 11, 2015",25
"Steve","Bosse","The Boss",12,2,0,"5' 11""","205 lbs.","72""","Orthodox","Jul 29, 1981","June 27, 2015",14
"Joe","Merritt","",7,2,0,"6' 0""","170 lbs.","--","Orthodox","Mar 07, 1984","June 27, 2015",9
"Lewis","Gonzalez","Lethal",11,3,0,"5' 10""","170 lbs.","--","Orthodox","Sep 19, 1987","June 27, 2015",14
"Tony","Sims","",12,4,0,"5' 11""","155 lbs.","70""","Southpaw","Oct 14, 1985","June 27, 2015",16
"Sirwan","Kakai","Zohan",12,5,0,"5' 5""","135 lbs.","--","Orthodox","Oct 03, 1989","June 27, 2015",17
"Jessica","Penne","",14,9,0,"5' 5""","115 lbs.","67""","Orthodox","Jan 30, 1983","June 20, 2015",23
"Steve","Kennedy","The Steamrolla",24,8,0,"5' 11""","170 lbs.","--","Orthodox","Mar 07, 1983","June 20, 2015",32
"Lukasz","Sajewski","Wookie",13,3,0,"5' 8""","155 lbs.","71""","Orthodox","Nov 27, 1990","June 20, 2015",16
"Masio","Fullen","Lobo",11,7,0,"5' 10""","145 lbs.","70""","Orthodox","Oct 06, 1986","June 20, 2015",18
"Arnold","Allen","Almighty",20,3,0,"5' 8""","145 lbs.","70""","Southpaw","Jan 22, 1994","June 20, 2015",23
"Magomed","Mustafaev","The Sniper",14,4,0,"5' 8""","155 lbs.","71""","Orthodox","Aug 02, 1988","June 20, 2015",18
"Cathal","Pendred","The Punisher",17,4,1,"6' 1""","170 lbs.","75""","Orthodox","Sep 02, 1987","June 13, 2015",22
"Anthony","Birchak","El Toro",16,8,0,"5' 8""","135 lbs.","69""","Orthodox","May 16, 1986","June 06, 2015",24
"Darren","Till","The Gorilla",18,5,1,"6' 0""","185 lbs.","74""","Southpaw","Dec 24, 1992","May 30, 2015",24
"Nicolas","Dalby","Danish Dynamite",23,5,1,"5' 11""","170 lbs.","74""","Orthodox","Nov 16, 1984","May 30, 2015",29
"Mirsad","Bektic","",13,4,0,"5' 8""","145 lbs.","70""","Orthodox","Feb 16, 1991","May 30, 2015",17
"Ericka","Almeida","",7,3,0,"5' 6""","115 lbs.","--","Orthodox","Mar 05, 1989","May 30, 2015",10
"Tom","Breese","",12,3,0,"6' 3""","185 lbs.","73""","Southpaw","Sep 26, 1991","May 30, 2015",15
"Leo","Kuntz","The Lion",18,4,1,"5' 10""","155 lbs.","--","Orthodox","Oct 03, 1983","May 23, 2015",23
"Luke","Barnatt","The Bigslow",13,4,0,"6' 6""","185 lbs.","77""","Orthodox","Apr 13, 1988","May 16, 2015",17
"Levan","Makashvili","The Hornet",15,2,1,"5' 8""","145 lbs.","68""","Orthodox","Jan 07, 1989","May 16, 2015",18
"Kajan","Johnson","Ragin'",23,13,1,"5' 11""","155 lbs.","75""","Orthodox","Apr 21, 1984","May 16, 2015",37
"Dhiego","Lima","",17,9,0,"6' 2""","170 lbs.","75""","Orthodox","Jan 31, 1989","May 16, 2015",26
"Yao","Zhikui","The Conqueror",2,4,0,"5' 5""","125 lbs.","64""","Orthodox","Feb 07, 1991","May 16, 2015",6
"Jonavin","Webb","The Spyder",9,2,0,"5' 10""","170 lbs.","--","Orthodox","Apr 28, 1989","May 09, 2015",11
"Ben","Nguyen","Ten",16,8,0,"5' 5""","125 lbs.","65""","Switch","Aug 03, 1988","May 09, 2015",24
"Shane","Campbell","Shaolin",14,6,0,"6' 0""","155 lbs.","71""","Orthodox","Jan 21, 1987","April 25, 2015",20
"Thomas","Almeida","Thominhas",22,5,0,"5' 7""","145 lbs.","70""","Southpaw","Jul 31, 1991","April 25, 2015",27
"Sarah","Kaufman","",18,4,0,"5' 5""","135 lbs.","66""","Orthodox","Sep 20, 1985","April 25, 2015",22
"David","Michaud","Bulldawg",11,3,0,"5' 9""","155 lbs.","--","Orthodox","Nov 10, 1988","April 25, 2015",14
"Valerie","Letourneau","Trouble",8,6,0,"5' 7""","115 lbs.","68""","Orthodox","Apr 29, 1983","April 25, 2015",14
"Aisling","Daly","Ais The Bash",16,6,0,"5' 2""","115 lbs.","64""","Orthodox","Dec 24, 1987","April 25, 2015",22
"Paige","VanZant","12 Gauge",8,5,0,"5' 4""","115 lbs.","65""","Orthodox","Mar 26, 1994","April 18, 2015",13
"Sheldon","Westcott","",10,3,1,"6' 1""","170 lbs.","71""","Southpaw","Aug 20, 1984","April 11, 2015",14
"Maryna","Moroz","Iron Lady",11,6,0,"5' 7""","125 lbs.","67""","Orthodox","Sep 08, 1991","April 11, 2015",17
"Garreth","McLellan","Soldier Boy",13,6,0,"6' 1""","185 lbs.","72""","Southpaw","Sep 01, 1982","April 11, 2015",19
"Mickael","Lebout","Ragnar",16,7,1,"5' 11""","155 lbs.","73""","Orthodox","Aug 16, 1987","April 11, 2015",24
"Aleksandra","Albu","Stitch",3,2,0,"5' 2""","115 lbs.","63""","Orthodox","Jul 14, 1990","April 11, 2015",5
"Stevie","Ray","Braveheart",23,9,0,"5' 10""","155 lbs.","70""","Southpaw","Mar 25, 1990","April 11, 2015",32
"Rocky","Lee","",3,2,0,"5' 9""","145 lbs.","--","Orthodox","Apr 08, 1987","April 11, 2015",5
"Timothy","Johnson","",12,4,0,"6' 3""","265 lbs.","77""","Southpaw","Mar 13, 1985","April 04, 2015",16
"Alex","Oliveira","Cowboy",22,12,1,"5' 11""","170 lbs.","76""","Orthodox","Feb 21, 1988","March 21, 2015",35
"Fredy","Serrano","El Profe",3,2,0,"5' 3""","125 lbs.","65""","Orthodox","Sep 22, 1979","March 21, 2015",5
"Henry","Cejudo","Triple C",16,5,0,"5' 4""","135 lbs.","64""","Orthodox","Feb 09, 1987","March 14, 2015",21
"Joe","Duffy","Irish",16,5,0,"5' 10""","155 lbs.","73""","Orthodox","Feb 18, 1988","March 14, 2015",21
"Holly","Holm","The Preacher's Daughter",15,7,0,"5' 8""","135 lbs.","69""","Southpaw","Oct 17, 1981","February 28, 2015",22
"Norifumi","Yamamoto","Kid",18,6,0,"5' 4""","135 lbs.","66""","Southpaw","Mar 15, 1977","February 28, 2015",24
"Alex","Torres","Rolo",5,4,0,"5' 10""","145 lbs.","--","Orthodox","May 29, 1988","February 28, 2015",9
"Patrick","Walsh","The Beast Of The East",10,3,0,"5' 11""","185 lbs.","--","","Nov 28, 1988","February 14, 2015",13
"Cody","Pfister","The Fist",13,6,1,"5' 10""","155 lbs.","73""","Orthodox","Jul 12, 1990","February 14, 2015",20
"Sultan","Aliev","",15,3,0,"5' 11""","170 lbs.","74""","Orthodox","Sep 17, 1984","January 24, 2015",18
"Makwan","Amirkhani","Mr. Finland",17,9,0,"5' 10""","145 lbs.","72""","Southpaw","Nov 08, 1988","January 24, 2015",26
"Anthony","Christodoulou","",12,7,0,"5' 9""","155 lbs.","--","Orthodox","Jul 30, 1987","January 24, 2015",19
"Paul","Redmond","Redser",12,7,0,"5' 10""","145 lbs.","--","Orthodox","Oct 20, 1986","January 24, 2015",19
"Konstantin","Erokhin","",9,3,0,"5' 11""","230 lbs.","--","Orthodox","Jan 31, 1983","January 24, 2015",12
"Chris","Beal","Real Deal",10,5,0,"5' 7""","125 lbs.","69""","Orthodox","Aug 06, 1985","January 24, 2015",15
"Ron","Stallings","The Choir Boy",14,8,0,"6' 2""","170 lbs.","75""","Southpaw","Jan 25, 1983","January 18, 2015",22
"Chris","Wade","",12,3,0,"5' 10""","155 lbs.","70""","Orthodox","Sep 30, 1987","January 18, 2015",15
"Frankie","Perez","",10,4,0,"5' 11""","155 lbs.","73""","Orthodox","May 11, 1989","January 18, 2015",14
"Cody","Garbrandt","No Love",14,6,0,"5' 8""","135 lbs.","65""","Orthodox","Jul 07, 1991","January 03, 2015",20
"Jared","Cannonier","The Killa Gorilla",18,8,0,"5' 11""","185 lbs.","77""","Switch","Mar 16, 1984","January 03, 2015",26
"Marion","Reneau","The Belizean Bruiser",9,8,1,"5' 6""","135 lbs.","68""","Orthodox","Jun 20, 1977","January 03, 2015",18
"Antonio","Dos Santos","Junior Alpha",6,4,0,"5' 10""","185 lbs.","--","Orthodox","Jul 21, 1988","December 20, 2014",10
"Renato","Moicano","",20,6,1,"5' 11""","155 lbs.","72""","Orthodox","May 21, 1989","December 20, 2014",27
"Jake","Collier","The Prototype",13,10,0,"6' 3""","230 lbs.","78""","Orthodox","Oct 25, 1988","December 20, 2014",23
"Willie","Gates","",12,7,0,"5' 8""","125 lbs.","72""","Orthodox","Jan 21, 1987","December 13, 2014",19
"Bryan","Barberena","Bam Bam",18,12,0,"6' 0""","185 lbs.","72""","Southpaw","May 03, 1989","December 13, 2014",30
"Rose","Namajunas","Thug",14,7,0,"5' 5""","125 lbs.","65""","Orthodox","Jun 29, 1992","December 12, 2014",21
"Randa","Markos","Quiet Storm",11,12,1,"5' 4""","115 lbs.","63""","Orthodox","Aug 10, 1985","December 12, 2014",24
"Lisa","Ellis","",15,11,0,"5' 4""","115 lbs.","--","","Nov 15, 1982","December 12, 2014",26
"Heather","Clark","Hurricane",7,6,0,"5' 6""","115 lbs.","64""","Orthodox","Sep 19, 1980","December 12, 2014",13
"Seo","Hee Ham","",17,8,0,"5' 2""","115 lbs.","62""","Southpaw","Mar 08, 1987","December 12, 2014",25
"Angela","Magana","Your Majesty",11,9,0,"5' 1""","115 lbs.","65""","Orthodox","Aug 02, 1983","December 12, 2014",20
"Alex","Chambers","Astro Girl",5,5,0,"5' 3""","115 lbs.","63""","Southpaw","Oct 25, 1978","December 12, 2014",10
"Angela","Hill","Overkill",18,14,0,"5' 3""","115 lbs.","64""","Orthodox","Jan 12, 1985","December 12, 2014",32
"Josh","Samman","Anqa",13,4,0,"6' 3""","185 lbs.","79""","Orthodox","Mar 14, 1988","December 06, 2014",17
"Justin","Jones","Black Dynamite",9,2,0,"5' 11""","185 lbs.","--","Orthodox","Sep 06, 1987","December 06, 2014",11
"Ashlee","Evans-Smith","Rebel Girl",6,6,0,"5' 8""","135 lbs.","67""","Orthodox","Jul 09, 1987","December 06, 2014",12
"Aleksei","Oleinik","The Boa Constrictor",60,17,1,"6' 2""","240 lbs.","80""","Orthodox","Jun 20, 1977","November 22, 2014",78
"Josh","Copeland","Cuddly Bear",12,4,0,"6' 1""","265 lbs.","--","Orthodox","Oct 20, 1982","November 22, 2014",16
"Nick","Hein","Sergeant",14,5,0,"5' 6""","155 lbs.","66""","Southpaw","Apr 24, 1984","November 22, 2014",19
"Akbarh","Arreola","El Caballero",23,11,1,"5' 10""","155 lbs.","71""","Southpaw","Jan 14, 1983","November 22, 2014",35
"Kailin","Curran","",4,5,0,"5' 4""","115 lbs.","65""","Orthodox","Apr 11, 1991","November 22, 2014",9
"Dooho","Choi","The Korean Superboy",16,4,1,"5' 10""","145 lbs.","70""","Orthodox","Apr 10, 1991","November 22, 2014",21
"Hector","Urbina","El Toro",17,10,1,"5' 11""","170 lbs.","73""","Orthodox","Sep 17, 1987","November 15, 2014",28
"Leonardo","Morales","Chimy",6,2,0,"5' 8""","135 lbs.","--","Southpaw","Dec 22, 1992","November 15, 2014",8
"Jose","Quinonez","Teco",9,5,0,"5' 8""","135 lbs.","69""","Southpaw","Jul 28, 1990","November 15, 2014",14
"Humberto","Brown Morrison","",4,6,0,"5' 10""","145 lbs.","--","","Nov 03, 1984","November 15, 2014",10
"Guido","Cannetti","Ninja",10,8,0,"5' 6""","135 lbs.","68""","Southpaw","Dec 19, 1979","November 15, 2014",18
"Marlon","Vera","Chito",23,10,1,"5' 8""","135 lbs.","70""","Switch","Dec 02, 1992","November 15, 2014",34
"Leon","Edwards","Rocky",22,4,0,"6' 2""","170 lbs.","74""","Southpaw","Aug 25, 1991","November 08, 2014",26
"Jorge","de Oliveira","Blade",9,2,0,"5' 8""","155 lbs.","--","Orthodox","Jan 22, 1980","November 08, 2014",11
"Nina","Nunes","",11,7,0,"5' 5""","125 lbs.","64""","Orthodox","Dec 03, 1985","November 08, 2014",18
"Rodolfo","Rubio Perez","Fito",10,16,1,"5' 5""","145 lbs.","--","Orthodox","Jan 29, 1987","November 08, 2014",27
"Daniel","Kelly","",13,4,0,"6' 0""","185 lbs.","70""","Southpaw","Oct 31, 1977","November 07, 2014",17
"Christos","Giagos","The Spartan",20,12,0,"5' 10""","155 lbs.","71""","Orthodox","Jan 23, 1990","October 25, 2014",32
"Tarec","Saffiedine","Sponge",16,7,0,"5' 10""","170 lbs.","70""","Switch","Sep 06, 1986","October 04, 2014",23
"Roman","Salazar","El Gallito",10,6,0,"5' 7""","135 lbs.","--","Orthodox","Feb 21, 1988","October 04, 2014",16
"Paul","Felder","The Irish Dragon",17,6,0,"5' 11""","155 lbs.","70""","Orthodox","Apr 25, 1984","October 04, 2014",23
"Chris","Kelades","The Greek Assassin",9,3,0,"5' 7""","125 lbs.","68""","Orthodox","Feb 21, 1981","October 04, 2014",12
"Matt","Dwyer","",9,4,0,"6' 4""","170 lbs.","76""","Orthodox","Dec 17, 1989","October 04, 2014",13
"Jan","Blachowicz","",29,10,1,"6' 2""","205 lbs.","78""","Orthodox","Feb 24, 1983","October 04, 2014",40
"Scott","Askham","",14,4,0,"6' 3""","185 lbs.","75""","Southpaw","May 20, 1988","October 04, 2014",18
"Charles","Rosa","Boston Strong",14,8,0,"5' 9""","145 lbs.","69""","Switch","Aug 24, 1986","October 04, 2014",22
"Marcin","Bandel","Bomba",15,7,0,"5' 10""","155 lbs.","--","Orthodox","Oct 10, 1989","October 04, 2014",22
"Eddie","Alvarez","",29,6,0,"5' 9""","155 lbs.","69""","Orthodox","Jan 11, 1984","September 27, 2014",35
"Amanda","Nunes","The Lioness",23,5,0,"5' 8""","135 lbs.","69""","Orthodox","May 30, 1988","September 27, 2014",28
"Rin","Nakai","",19,2,1,"5' 1""","135 lbs.","--","Orthodox","Oct 22, 1986","September 20, 2014",22
"Richard","Walsh","Filthy Rich",9,5,0,"6' 0""","170 lbs.","73""","Orthodox","Dec 01, 1988","September 20, 2014",14
"Masanori","Kanehara","",26,12,5,"5' 7""","135 lbs.","67""","Orthodox","Nov 19, 1982","September 20, 2014",43
"Johnny","Case","Hollywood",22,6,0,"5' 10""","155 lbs.","72""","Orthodox","Jun 28, 1989","September 20, 2014",28
"Dan","Hooker","The Hangman",24,12,0,"6' 0""","155 lbs.","75""","Switch","Feb 13, 1990","September 20, 2014",36
"Wendell","Oliveira Marques","The Machine",29,10,0,"5' 10""","170 lbs.","--","Orthodox","Jun 01, 1983","September 13, 2014",39
"Larissa","Pacheco","",10,2,0,"5' 7""","135 lbs.","--","Orthodox","Sep 07, 1994","September 13, 2014",12
"George","Sullivan","The Silencer",17,7,0,"6' 0""","170 lbs.","73""","Orthodox","Mar 13, 1981","September 13, 2014",24
"Derrick","Lewis","The Black Beast",28,12,0,"6' 3""","260 lbs.","79""","Orthodox","Feb 07, 1985","September 05, 2014",40
"Tateki","Matsuda","Tech",13,8,0,"5' 7""","125 lbs.","--","Orthodox","Feb 27, 1986","September 05, 2014",21
"Joe","Soto","One Bad Mofo",18,7,0,"5' 6""","135 lbs.","65""","Orthodox","Mar 22, 1987","August 30, 2014",25
"Shayna","Baszler","The Queen Of Spades",15,11,0,"5' 7""","135 lbs.","--","Orthodox","Aug 08, 1980","August 30, 2014",26
